1,1,2334.22769444644,5328.23701471354,44,0
1,2,848.799344852616,4710.15010073803,44,0
1,3,2496.86917023922,5545.20114497919,44,0
1,4,2317.41462633598,5839.38066570958,44,0
1,5,5172.06913805441,5200.93116233739,55,0
1,6,5627.64567706106,3733.4597314687,44,0
1,7,4911.89826848271,1132.93215529885,44,0
1,8,5364.67295493571,4927.78366659061,44,0
1,9,4824.5156397686,958.481418386449,44,0
1,10,4993.34458773673,1185.21905009566,44,0
1,11,4306.8549269457,960.879289974424,44,0
1,12,5307.95321152552,1538.65978368965,44,0
1,13,5790.11130266745,3873.01888221193,44,0
1,14,1970.26339667561,5409.15858077292,44,0
1,15,1113.79026332045,5080.63840902629,44,0
1,16,5913.7491841451,3183.13214396844,44,0
1,17,5354.9795797377,2314.26743806866,44,0
1,18,5560.53437724774,2787.09986993177,44,0
1,19,5267.01264943028,4892.87782048767,44,0
1,20,4768.88475697321,4996.54242487971,44,0
1,21,5889.49052223189,2620.34176492904,44,0
1,22,4605.19278996926,997.027906270806,44,0
1,23,2666.08285230282,5885.8105676292,44,0
1,24,5800.23809637641,3692.22588594422,44,0
1,25,4916.94052775248,1852.39229815357,44,0
1,26,2302.57189585387,5629.60399387293,44,0
1,27,5252.75589457357,3795.95751212365,44,0
1,28,4886.96704958488,5196.42659787491,44,0
1,29,1521.72156351549,5202.33712678557,44,0
1,30,1765.59290662876,5398.03619096602,44,0
1,31,5108.11074381393,4248.64071056098,44,0
1,32,4296.28974499948,758.724133719925,44,0
1,33,5667.46954635888,2534.28296120166,44,0
1,34,3295.84311270255,5608.0407071707,44,0
1,35,5510.51214366724,2697.21680654644,44,0
1,36,5293.01729457284,3189.04322692135,44,0
1,37,5936.49938132701,2710.85307196027,44,0
1,38,5631.6933629472,3448.99866509499,44,0
1,39,1070.97549689112,4994.67240615147,44,0
1,40,2047.0674280835,5187.88017215348,44,0
1,41,4445.1835799838,1473.51612311145,44,0
1,42,5545.66277762126,1764.67495284713,44,0
1,43,4349.74368770801,5607.72562066459,44,0
1,44,2747.59903044815,5379.98316688688,44,0
1,45,5218.35212382476,5105.04176630877,44,0
1,46,3942.14766139435,5304.60976680738,44,0
1,47,4372.87264325473,1029.32143410691,44,0
1,48,4469.52233740265,1017.27457482397,44,0
1,49,5087.71878362604,1225.71475210956,44,0
1,50,5460.60457456133,3156.39104618619,44,0
1,51,1489.858037341,4986.37806748061,44,0
1,52,4752.65017405697,5152.12462633648,44,0
1,53,4424.2357585139,933.410818854111,44,0
1,54,5089.62725656792,4153.61242054357,44,0
1,55,3882.17827404111,1276.05282629603,44,0
1,56,5577.46529997134,2620.33555981819,44,0
1,57,5210.54652032196,1884.33561304105,44,0
1,58,2276.49864661848,5208.48926128996,44,0
1,59,5620.45336884218,2706.47738634563,44,0
1,60,5506.38130353144,4395.19533359681,44,0
1,61,4734.2042767573,2211.77300272014,44,0
1,62,2150.2836955507,5341.35677289332,44,0
1,63,2191.04111647314,5168.77570236167,44,0
1,64,4617.45771970688,5281.32984130866,44,0
1,65,1251.53351224507,5182.89155124345,44,0
1,66,5446.57322591016,1803.31104363165,44,0
1,67,3009.59031280849,6029.92822176605,44,1
1,68,4936.58594452299,1275.43364882049,44,0
1,69,4225.97860252472,447.96020119383,44,1
1,70,4933.00877062894,5438.50960325008,44,1
1,71,5229.76879165738,1784.88959340179,44,0
1,72,4127.56210532853,435.246535284808,44,0
1,73,5363.73582479618,1616.30164140319,44,0
1,74,2929.03985504095,5848.53255691185,44,0
